Accession,Species,Length,Geo_Location,Host
MT358719,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens
MT358720,Severe acute respiratory syndrome-related coronavirus,29776,USA: WA,Homo sapiens
MT358721,Severe acute respiratory syndrome-related coronavirus,29891,USA: WA,Homo sapiens
MT358722,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens
MT358723,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens
MT358724,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens
MT358725,Severe acute respiratory syndrome-related coronavirus,29826,USA: WA,Homo sapiens
MT358726,Severe acute respiratory syndrome-related coronavirus,29859,USA: WA,Homo sapiens
MT358727,Severe acute respiratory syndrome-related coronavirus,29651,USA: WA,Homo sapiens
MT358728,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens
MT358729,Severe acute respiratory syndrome-related coronavirus,29823,USA: WA,Homo sapiens
MT358730,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens
MT358731,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens
MT358732,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens
MT358733,Severe acute respiratory syndrome-related coronavirus,29848,USA: WA,Homo sapiens
MT358734,Severe acute respiratory syndrome-related coronavirus,29919,USA: WA,Homo sapiens
MT358735,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT358736,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens
MT358737,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens
MT358738,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens
MT358739,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT358740,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens
MT358741,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens
MT358742,Severe acute respiratory syndrome-related coronavirus,29888,USA: WA,Homo sapiens
MT358743,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens
MT358744,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens
MT358745,Severe acute respiratory syndrome-related coronavirus,29838,USA: ID,Homo sapiens
MT358746,Severe acute respiratory syndrome-related coronavirus,29838,USA: WA,Homo sapiens
MT358747,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT358748,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens
MT359231,Severe acute respiratory syndrome-related coronavirus,3822,Serbia,Homo sapiens
MT359865,Severe acute respiratory syndrome-related coronavirus,29890,Spain,Homo sapiens
MT359866,Severe acute respiratory syndrome-related coronavirus,29893,Spain,Homo sapiens
MT350234,Severe acute respiratory syndrome-related coronavirus,1047,China: Nanchang,Homo sapiens
MT350236,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens
MT350237,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens
MT350238,Severe acute respiratory syndrome-related coronavirus,29826,USA: VA,Homo sapiens
MT350239,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens
MT350240,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens
MT350241,Severe acute respiratory syndrome-related coronavirus,29857,USA: VA,Homo sapiens
MT350242,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens
MT350243,Severe acute respiratory syndrome-related coronavirus,29856,USA: VA,Homo sapiens
MT350244,Severe acute respiratory syndrome-related coronavirus,29870,USA: VA,Homo sapiens
MT350245,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens
MT350246,Severe acute respiratory syndrome-related coronavirus,29851,USA: VA,Homo sapiens
MT350247,Severe acute respiratory syndrome-related coronavirus,29883,USA: VA,Homo sapiens
MT350248,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens
MT350249,Severe acute respiratory syndrome-related coronavirus,29891,USA: VA,Homo sapiens
MT350250,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens
MT350251,Severe acute respiratory syndrome-related coronavirus,29887,USA: VA,Homo sapiens
MT350252,Severe acute respiratory syndrome-related coronavirus,29894,USA: VA,Homo sapiens
MT350253,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens
MT350254,Severe acute respiratory syndrome-related coronavirus,29902,USA: VA,Homo sapiens
MT350255,Severe acute respiratory syndrome-related coronavirus,29858,USA: VA,Homo sapiens
MT350256,Severe acute respiratory syndrome-related coronavirus,29835,USA: VA,Homo sapiens
MT350257,Severe acute respiratory syndrome-related coronavirus,29860,USA: VA,Homo sapiens
MT350263,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350264,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350265,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350266,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350267,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350268,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350269,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350270,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350271,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350272,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350273,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350274,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350275,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350276,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350277,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350278,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350279,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350280,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT350282,Severe acute respiratory syndrome-related coronavirus,29903,Brazil,Homo sapiens
MT344135,Severe acute respiratory syndrome-related coronavirus,1152,Nigeria,Homo sapiens
MT344944,Severe acute respiratory syndrome-related coronavirus,29882,USA: CT,Homo sapiens
MT344945,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens
MT344946,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens
MT344947,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens
MT344948,Severe acute respiratory syndrome-related coronavirus,29882,USA: HI,Homo sapiens
MT344949,Severe acute respiratory syndrome-related coronavirus,29882,USA: HI,Homo sapiens
MT344950,Severe acute respiratory syndrome-related coronavirus,29861,USA: IN,Homo sapiens
MT344951,Severe acute respiratory syndrome-related coronavirus,29861,USA: IN,Homo sapiens
MT344952,Severe acute respiratory syndrome-related coronavirus,29861,USA: IN,Homo sapiens
MT344953,Severe acute respiratory syndrome-related coronavirus,29882,USA: MD,Homo sapiens
MT344954,Severe acute respiratory syndrome-related coronavirus,29882,USA: MN,Homo sapiens
MT344955,Severe acute respiratory syndrome-related coronavirus,29876,USA: OH,Homo sapiens
MT344956,Severe acute respiratory syndrome-related coronavirus,29876,USA: OH,Homo sapiens
MT344957,Severe acute respiratory syndrome-related coronavirus,29876,USA: PA,Homo sapiens
MT344958,Severe acute respiratory syndrome-related coronavirus,29876,USA: PA,Homo sapiens
MT344959,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens
MT344960,Severe acute respiratory syndrome-related coronavirus,29882,USA: RI,Homo sapiens
MT344961,Severe acute respiratory syndrome-related coronavirus,29879,USA: NV,Homo sapiens
MT344962,Severe acute respiratory syndrome-related coronavirus,29877,USA: MN,Homo sapiens
MT344963,Severe acute respiratory syndrome-related coronavirus,29882,USA: NC,Homo sapiens
MT345798,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens
MT345799,Severe acute respiratory syndrome-related coronavirus,29608,USA: WA,Homo sapiens
MT345800,Severe acute respiratory syndrome-related coronavirus,29689,USA: WA,Homo sapiens
MT345801,Severe acute respiratory syndrome-related coronavirus,29818,USA: WA,Homo sapiens
MT345802,Severe acute respiratory syndrome-related coronavirus,29875,USA,Homo sapiens
MT345803,Severe acute respiratory syndrome-related coronavirus,29869,USA: ID,Homo sapiens
MT345804,Severe acute respiratory syndrome-related coronavirus,29594,USA: WA,Homo sapiens
MT345805,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens
MT345806,Severe acute respiratory syndrome-related coronavirus,29898,USA: WA,Homo sapiens
MT345807,Severe acute respiratory syndrome-related coronavirus,29481,USA: WA,Homo sapiens
MT345808,Severe acute respiratory syndrome-related coronavirus,29687,USA: WA,Homo sapiens
MT345809,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens
MT345810,Severe acute respiratory syndrome-related coronavirus,29417,USA: WA,Homo sapiens
MT345811,Severe acute respiratory syndrome-related coronavirus,29850,USA: WA,Homo sapiens
MT345812,Severe acute respiratory syndrome-related coronavirus,29762,USA: WA,Homo sapiens
MT345813,Severe acute respiratory syndrome-related coronavirus,29445,USA: WA,Homo sapiens
MT345814,Severe acute respiratory syndrome-related coronavirus,29733,USA: WA,Homo sapiens
MT345815,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens
MT345816,Severe acute respiratory syndrome-related coronavirus,29861,USA,Homo sapiens
MT345817,Severe acute respiratory syndrome-related coronavirus,29861,USA: ID,Homo sapiens
MT345818,Severe acute respiratory syndrome-related coronavirus,29625,USA: WA,Homo sapiens
MT345819,Severe acute respiratory syndrome-related coronavirus,29900,USA: WA,Homo sapiens
MT345820,Severe acute respiratory syndrome-related coronavirus,29537,USA: WA,Homo sapiens
MT345821,Severe acute respiratory syndrome-related coronavirus,29617,USA: WA,Homo sapiens
MT345822,Severe acute respiratory syndrome-related coronavirus,29738,USA: WA,Homo sapiens
MT345823,Severe acute respiratory syndrome-related coronavirus,29817,USA: WA,Homo sapiens
MT345824,Severe acute respiratory syndrome-related coronavirus,29792,USA: WA,Homo sapiens
MT345825,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens
MT345826,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens
MT345827,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT345828,Severe acute respiratory syndrome-related coronavirus,29853,USA: ID,Homo sapiens
MT345829,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens
MT345830,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens
MT345831,Severe acute respiratory syndrome-related coronavirus,29740,USA: ID,Homo sapiens
MT345832,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens
MT345833,Severe acute respiratory syndrome-related coronavirus,29893,USA: WA,Homo sapiens
MT345834,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens
MT345835,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens
MT345836,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT345837,Severe acute respiratory syndrome-related coronavirus,29336,USA: WA,Homo sapiens
MT345838,Severe acute respiratory syndrome-related coronavirus,29659,USA: WA,Homo sapiens
MT345839,Severe acute respiratory syndrome-related coronavirus,29591,USA: WA,Homo sapiens
MT345840,Severe acute respiratory syndrome-related coronavirus,29893,USA: WA,Homo sapiens
MT345841,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens
MT345842,Severe acute respiratory syndrome-related coronavirus,29696,USA: WA,Homo sapiens
MT345843,Severe acute respiratory syndrome-related coronavirus,29785,USA: WA,Homo sapiens
MT345844,Severe acute respiratory syndrome-related coronavirus,29776,USA: WA,Homo sapiens
MT345845,Severe acute respiratory syndrome-related coronavirus,29816,USA: WA,Homo sapiens
MT345846,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens
MT345847,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens
MT345848,Severe acute respiratory syndrome-related coronavirus,29840,USA: WA,Homo sapiens
MT345849,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT345850,Severe acute respiratory syndrome-related coronavirus,29808,USA: WA,Homo sapiens
MT345851,Severe acute respiratory syndrome-related coronavirus,29637,USA: WA,Homo sapiens
MT345852,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens
MT345853,Severe acute respiratory syndrome-related coronavirus,29850,USA: WA,Homo sapiens
MT345854,Severe acute respiratory syndrome-related coronavirus,29860,USA: WA,Homo sapiens
MT345855,Severe acute respiratory syndrome-related coronavirus,29859,USA: WA,Homo sapiens
MT345856,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT345857,Severe acute respiratory syndrome-related coronavirus,29641,USA: ID,Homo sapiens
MT345858,Severe acute respiratory syndrome-related coronavirus,29882,USA: ID,Homo sapiens
MT345859,Severe acute respiratory syndrome-related coronavirus,29814,USA: WA,Homo sapiens
MT345860,Severe acute respiratory syndrome-related coronavirus,29779,USA: WA,Homo sapiens
MT345861,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens
MT345862,Severe acute respiratory syndrome-related coronavirus,29888,USA: WA,Homo sapiens
MT345863,Severe acute respiratory syndrome-related coronavirus,29478,USA: ID,Homo sapiens
MT345864,Severe acute respiratory syndrome-related coronavirus,29295,USA: ID,Homo sapiens
MT345865,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens
MT345866,Severe acute respiratory syndrome-related coronavirus,29831,USA: ID,Homo sapiens
MT345867,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT345868,Severe acute respiratory syndrome-related coronavirus,29889,USA: CT,Homo sapiens
MT345869,Severe acute respiratory syndrome-related coronavirus,29904,USA: CT,Homo sapiens
MT345870,Severe acute respiratory syndrome-related coronavirus,29840,USA: CT,Homo sapiens
MT345871,Severe acute respiratory syndrome-related coronavirus,29903,USA: ID,Homo sapiens
MT345872,Severe acute respiratory syndrome-related coronavirus,29872,USA: ID,Homo sapiens
MT345873,Severe acute respiratory syndrome-related coronavirus,29907,USA: CT,Homo sapiens
MT345874,Severe acute respiratory syndrome-related coronavirus,29831,USA: CT,Homo sapiens
MT345875,Severe acute respiratory syndrome-related coronavirus,29898,USA: ID,Homo sapiens
MT345876,Severe acute respiratory syndrome-related coronavirus,29825,USA: ID,Homo sapiens
MT345877,Severe acute respiratory syndrome-related coronavirus,29903,USA: ID,Homo sapiens
